1465247263.214,20.636,2.651,64.635,12.078,0,4988006400,157220864,172900352,2858070016,0,0,0,0
1465247264.215,66.667,5.013,26.566,1.754,0,5082079232,62279680,172929024,2858762240,4954,4547,0,0
1465247265.214,1.263,1.263,93.434,4.040,0,5082423296,61915136,172949504,2858762240,1546,605,0,0
1465247266.215,1.511,1.511,95.466,1.511,0,5082533888,61788160,172957696,2858770432,1331,535,0,0
1465247267.215,2.020,1.263,96.717,0,0,5083168768,61153280,172957696,2858737664,550,445,0,0
1465247268.215,2.267,1.763,95.970,0,0,5083168768,61153280,172957696,2858737664,344,445,0,0
1465247269.215,1.010,1.263,97.727,0,0,5083803648,60518400,172957696,2858737664,873,515,0,0
1465247270.215,1.777,0.761,95.431,2.030,0,5083250688,61042688,172982272,2858741760,237,445,0,0
1465247271.215,1.253,2.256,94.987,1.504,0,5083287552,61009920,172982272,2858631168,237,445,0,0
1465247272.214,2.494,1.995,95.511,0,0,5083398144,60899328,172982272,2858635264,344,445,0,0
1465247273.215,3.750,1.750,92.750,1.750,0,5085937664,58359808,172998656,2860994560,307,515,0,0
1465247274.215,3.509,1.253,93.233,2.005,0,5086429184,57851904,173015040,2860994560,667,1165,0,0
1465247275.215,2.256,1.504,96.241,0,0,5086806016,57470976,173015040,2860998656,237,445,0,0
1465247276.215,2.010,1.256,95.729,1.005,0,5088215040,56057856,173023232,2860994560,237,445,0,0
1465247277.215,2.506,2.005,95.489,0,0,5088198656,56074240,173023232,2860990464,237,445,0,0
1465247278.215,3.535,1.263,95.202,0,0,5089927168,54345728,173023232,2860994560,237,445,0,0
1465247279.215,2.261,1.508,96.231,0,0,5088403456,55869440,173023232,2860998656,237,445,0,0
1465247280.215,2.764,1.759,95.477,0,0,5069160448,92950528,173023232,2843226112,344,445,0,0
1465247281.215,1.754,2.005,94.987,1.253,0,5069152256,92950528,173035520,2843222016,237,445,0,0
1465247282.215,2.525,2.020,95.455,0,0,5069135872,92966912,173035520,2843222016,237,445,0,0
1465247283.215,2.267,0.504,97.229,0,0,5069135872,92966912,173035520,2843222016,237,445,0,0
1465247284.215,2.525,2.020,95.455,0,0,5069262848,92839936,173035520,2843222016,667,1165,0,0
1465247285.215,1.018,2.036,91.349,5.598,0,5069381632,92704768,173039616,2843234304,237,445,0,0
1465247286.215,3.023,1.511,90.932,4.534,0,5068996608,93085696,173047808,2843230208,237,445,0,0
1465247287.215,0.505,1.010,98.485,0,0,5069234176,92848128,173047808,2843230208,237,445,0,0
1465247288.215,2.020,2.020,95.960,0,0,5069234176,92848128,173047808,2843230208,237,445,0,0
1465247289.215,1.493,2.239,95.274,0.995,0,5069082624,92991488,173056000,2843230208,237,445,0,0
1465247290.215,1.519,2.278,94.177,2.025,0,5068525568,93523968,173076480,2843234304,237,445,0,0
1465247291.215,2.506,1.253,90.226,6.015,0,5065224192,96825344,173080576,2839691264,237,445,0,0
1465247292.215,1.515,1.515,96.970,0,0,5065732096,96317440,173080576,2839695360,237,445,0,0
1465247293.215,2.267,1.511,95.970,0.252,0,5065859072,96190464,173080576,2839695360,237,445,0,0
1465247294.215,5.823,1.519,92.658,0,0,5070188544,91856896,173080576,2840879104,1581,1989,0,0
1465247295.215,1.750,1.250,97,0,0,5069164544,92872704,173084672,2838679552,237,445,0,0
1465247296.214,5.025,2.261,91.206,1.508,0,5070823424,91205632,173096960,2838675456,1216,1227,0,0
1465247297.215,4.282,1.259,94.458,0,0,5072728064,89300992,173096960,2838675456,1109,1227,0,0
1465247298.215,1.269,1.523,97.208,0,0,5072728064,89300992,173096960,2838675456,237,445,0,0
1465247299.215,1.523,0.761,97.716,0,0,5072601088,89427968,173096960,2838675456,237,445,0,0
1465247300.215,1.508,1.508,96.985,0,0,5069844480,92172288,173105152,2838679552,237,445,0,0
1465247301.215,0.765,1.531,96.684,1.020,0,5070483456,91537408,173105152,2838671360,237,445,0,0
1465247302.215,3.518,1.508,92.965,2.010,0,5070442496,91561984,173121536,2838675456,237,445,0,0
1465247303.215,3.518,1.005,95.477,0,0,5071077376,90927104,173121536,2838675456,237,445,0,0
1465247304.214,1.519,1.519,95.190,1.772,0,5071577088,90411008,173137920,2838679552,667,1165,0,0
1465247305.214,2.250,1.750,96,0,0,5071323136,90664960,173137920,2838679552,237,445,0,0
1465247306.215,2.036,1.272,95.674,1.018,0,5071695872,90284032,173146112,2838679552,237,445,0,0
1465247307.215,3.759,1.754,94.486,0,0,5072093184,89886720,173146112,2838679552,237,445,0,0
1465247308.215,3.258,1.504,95.238,0,0,5071548416,90427392,173146112,2838683648,237,445,0,0
1465247309.215,1.535,1.023,97.442,0,0,5075865600,86110208,173146112,2843009024,237,445,0,0
1465247310.214,3.030,1.263,95.455,0.253,0,5071454208,90521600,173146112,2843009024,237,445,0,0
1465247311.214,3.242,2.993,92.519,1.247,0,5071826944,90140672,173154304,2843009024,237,445,0,0
1465247312.215,2.036,1.018,96.692,0.254,0,5072207872,89759744,173154304,2843009024,237,445,0,0
1465247313.215,1.772,1.519,96.709,0,0,5072334848,89632768,173154304,2843009024,237,445,0,0
1465247314.215,3.008,1.253,95.489,0.251,0,5072588800,89378816,173154304,2843009024,667,1165,0,0
1465247315.214,3.778,1.511,94.458,0.252,0,5073096704,88870912,173154304,2843017216,237,445,0,0
1465247316.215,3,3.250,90.750,3,0,5073342464,88616960,173162496,2843074560,237,445,0,0
1465247317.215,1.746,2.494,94.514,1.247,0,5073461248,88489984,173170688,2843074560,237,445,0,0
1465247318.215,2.267,1.259,96.474,0,0,5073461248,88489984,173170688,2843078656,237,445,0,0
1465247319.214,1.013,1.266,97.468,0.253,0,5073588224,88363008,173170688,2843078656,237,445,0,0
1465247320.215,1.768,1.768,96.465,0,0,5074718720,87220224,173178880,2843082752,237,445,0,0
1465247321.214,2.010,2.010,94.472,1.508,0,5070405632,91537408,173178880,2838753280,237,445,0,0
1465247322.215,0.506,1.013,96.456,2.025,0,5069746176,92172288,173203456,2838753280,237,445,0,0
1465247323.215,2.525,1.263,95.707,0.505,0,5069737984,92172288,173203456,2838761472,237,445,0,0
1465247324.215,1,1.500,97.500,0,0,5069737984,92172288,173203456,2838761472,733,1231,0,0
1465247325.215,1.768,1.263,94.949,2.020,0,5069701120,92172288,173236224,2838761472,303,511,0,0
1465247326.215,2.025,1.266,95.949,0.759,0,5069950976,91918336,173236224,2838769664,237,445,0,0
1465247327.215,1.759,1.508,96.734,0,0,5070458880,91410432,173236224,2838769664,237,445,0,0
1465247328.215,1.772,1.519,96.709,0,0,5070458880,91410432,173236224,2838765568,344,445,0,0
1465247329.215,3.731,1.741,94.279,0.249,0,5071855616,90013696,173236224,2838769664,279,487,0,0
1465247330.214,1.519,1.519,96.962,0,0,5071601664,90267648,173236224,2838765568,237,445,0,0
1465247331.214,1.754,2.005,95.238,1.003,0,5070323712,91537408,173244416,2837585920,237,445,0,0
1465247332.214,1.777,0.761,95.685,1.777,0,5070561280,91283456,173260800,2838208512,237,445,0,0
1465247333.215,2.750,1.250,95.750,0.250,0,5071433728,90411008,173260800,2839076864,237,445,0,0
1465247334.215,3.788,1.263,92.172,2.778,0,5072277504,89522176,173277184,2840334336,667,1165,0,0
1465247335.214,2.284,1.015,96.701,0,0,5072404480,89395200,173277184,2840416256,237,445,0,0
1465247336.215,2.538,1.269,94.924,1.269,0,5072539648,89251840,173285376,2840424448,237,445,0,0
1465247337.215,1.511,1.259,97.229,0,0,5072920576,88870912,173285376,2840424448,237,445,0,0
1465247338.215,2.778,1.768,95.455,0,0,5072904192,88887296,173285376,2840424448,237,445,0,0
1465247339.215,2.799,1.272,95.929,0,0,5072904192,88887296,173285376,2840424448,237,445,0,0
1465247340.214,5.598,0.763,93.639,0,0,5073281024,88506368,173285376,2840805376,237,445,0,0
1465247341.215,14,1.750,83.500,0.750,0,5073276928,88506368,173293568,2840801280,237,445,0,0
1465247342.215,7.305,2.267,70.781,19.647,0,5072105472,89579520,173469696,2840010752,237,445,0,0
1465247343.215,1.266,2.278,92.152,4.304,0,5073780736,87396352,173473792,2847236096,237,445,0,0
1465247344.215,2.030,1.269,96.701,0,0,5070016512,91160576,173473792,2847236096,667,1165,0,0
1465247345.215,3.226,3.226,93.548,0,0,5074100224,87052288,173481984,2847256576,237,445,0,0
1465247346.215,0.756,0.756,97.481,1.008,0,5072691200,88465408,173481984,2847252480,237,445,0,0
1465247347.215,1.527,1.272,97.201,0,0,5073199104,87957504,173481984,2847252480,237,445,0,0
1465247348.215,2.284,1.269,96.447,0,0,5071908864,89247744,173481984,2847252480,237,445,0,0
